SELFIES,true_LogS,guessed_LogS
[O][=C][Branch1][=Branch1][O][C][C][C][C][/C][=C][\C][=Branch1][C][=O][O][C][C][C][C],-2.6600001,-2.66
[O][C][/C][=C][Branch1][=Branch2][/C][C][C][=C][Branch1][C][C][C][\C],-3.188,-3.188
[O][C][/C][=C][Branch1][=Branch2][\C][C][C][=C][Branch1][C][C][C][/C],-2.4630001,-2.463
[O][=C][Branch1][Ring2][O][C][C][C][C][C][C][C][C],-2.737,-2.737
[Br][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],-4.072,-4.072
[Br][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],-3.1919999,-3.192
[Br][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],-1.092,-1.092
[C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],-2.8160000000000003,-2.816
[Cl][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],-1.515,-1.515
[N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],-1.217,-1.217
[N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],-0.46599999,-0.466
[O][=C][N][C][C][=Branch1][C][=O][N][C][Ring1][#Branch1],-0.83200002,-0.832
[O][=C][Branch1][Branch2][O][C][C][Branch1][C][C][C][C][=C],-1.853,-1.853
[O][=C][Branch1][=Branch1][C][C][C][C][C][C][C],-1.693,-1.693
[O][=C][Branch1][Ring1][O][C][C][C][C][C][C],-1.9910001,-1.991
[C][Branch1][C][C][C][O][C][Ring1][Ring1],0.12,0.12
[Br][C][C][C],-1.7009999999999998,-1.701
[Br][C][C][=C],-1.499,-1.499
[C][Branch1][Ring1][C][C][C],-2.9779999,-2.978
[C][=Branch1][C][=C][C][C],-2.405,-2.405
[S][C][C][C],-1.6030000000000002,-1.603
[Br][C][C][Cl],-1.318,-1.318
[Cl][C][C][=C],-1.3559999,-1.356
[Cl][C][C][O],1.094,1.094
[N][C][C][=C],1.243,1.243
[N][#C][C][C],0.27200001,0.272
[N][#C][C][=C],0.147,0.147
[O][C][C][=C],1.2359999,1.236
[O][Branch1][Ring1][C][=C][C],-0.588,-0.588
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][C][C][N],-0.191,-0.191
[O][=C][Branch1][C][O-1][C][N+1][Branch1][C][C][Branch1][C][C][C],0.71700001,0.717
[P][Branch1][C][F][=Branch1][C][=O][Branch1][#Branch1][O][C][Branch1][C][C][C][C],0.85399997,0.854
[Si][Branch1][#Branch2][O][Si][Branch1][C][C][Branch1][C][C][C][Branch1][#Branch2][O][Si][Branch1][C][C][Branch1][C][C][C][Branch1][C][C][C],-6.8420000000000005,-6.842
[P][=Branch1][C][=O][Branch1][=Branch1][O][C][C][C][C][Branch1][=Branch1][O][C][C][C][C][O],-1.087,-1.087
[O][=C][Branch1][O][C][C][Branch1][Ring1][O][C][Branch1][C][C][C][C],0.333,0.333
[Br][C][C][C][Branch1][C][C][C],-2.8870001,-2.887
[O][=C][Branch1][Ring2][C][C][C][C],-0.30199999,-0.302
[O][C][Branch1][Ring2][C][C][O][C],1.045,1.045
[O][=C][Branch1][C][N][C][C][#N],0.189,0.189
[O][=C][Branch1][C][O][C][C][C],-0.1669999999999999,-0.167
[O][=N+1][Branch1][C][O-1][C][C][C],-0.77399999,-0.774
[O][=C][Branch1][Ring2][O][C][=C][C],-0.634,-0.634
[C][Branch1][#Branch1][C][C][Branch1][C][C][C][Branch1][C][C][C],-4.2610002,-4.261
[N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C],-4.1079998,-4.108
[O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C],-0.79400003,-0.794
[N][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][C][C],0.035999998,0.036
[O][=C][Branch1][#Branch1][N][C][=Branch1][C][=O][N][N],-0.83099997,-0.831
[O][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][C][C],-1.0650001,-1.065
[O][=C][O][C][Branch1][C][C][C][O][Ring1][=Branch1],0.234,0.234
[Br][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1],-3.543,-3.543
[Br][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1],-3.21,-3.21
[C][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1],-2.819,-2.819
[Cl][C][=C][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1],-1.3730000000000002,-1.373
[Cl][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1],-0.69400001,-0.694
[N][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1],-0.85399997,-0.854
[O][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1],0.81400001,0.814
[Cl][C][C][Branch1][Branch2][O][C][Branch1][Ring1][C][Cl][C][C],-2.003,-2.003
[C][C][O][C][Branch1][C][C][O][C][Branch1][C][C][O][C][Branch1][C][C][O][Ring1][O],-2.9000001,-2.9
[O][=C][Branch1][=Branch2][O][C][Branch1][Ring2][C][O][C][C][C],0.176,0.176
[Cl][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2],-4.48,-4.48
[N][C][=N][C][Branch1][C][N][=N][C][Branch1][C][N][=N][Ring1][Branch2],-1.592,-1.592
[O][C][=N][C][Branch1][C][O][=N][C][Branch1][C][O][=N][Ring1][Branch2],-1.8099999,-1.81
[O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][C],-2.5109999,-2.511
[O][=C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][C],-1.7309999,-1.731
[Br][C][C][C][C][C][C][Ring1][=Branch1],-2.2939999,-2.294
[Br][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.5469999,-2.547
[C][C][C][C][C][C][C][Ring1][=Branch1],-3.846,-3.846
[C][C][=C][C][=N][C][=C][Ring1][=Branch1],1.031,1.031
[O][=C][C][C][C][C][C][Ring1][=Branch1],-0.59399998,-0.594
[O][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.056000002,-0.056
[C][C][=C][N][=C][C][=C][Ring1][=Branch1],1.031,1.031
[O][C][=C][N][=C][C][=C][Ring1][=Branch1],-0.456,-0.456
[C][C][N][C][C][N][C][Ring1][=Branch1],0.63800001,0.638
[C][C][=N][C][=C][N][=C][Ring1][=Branch1],1.026,1.026
[Cl][C][=N][C][=C][C][=C][Ring1][=Branch1],-0.75400001,-0.754
[O][=C][Branch1][=Branch1][O][C][C][C][C][C][C][C],-2.46,-2.46
[O][C][Branch1][Branch1][C][#C][C][C][C],-0.412,-0.412
[O][=C][Branch1][C][O][C][C][C][C],-0.62900001,-0.629
[O][Branch1][Ring1][C][=C][C][C][Branch1][C][C][C],-1.524,-1.524
[S][=C][Branch1][Branch1][N][C][C][=C][N],-0.294,-0.294
[O][=C][Branch1][Branch1][O][C][C][C][C],-0.73299998,-0.733
[Br][C][C][C][Br],-2.075,-2.075
[Br][C][C][C][C],-2.198,-2.198
[C][=Branch1][C][=C][C][C][C],-2.6760001,-2.676
[Cl][C][C][C][C],-1.925,-1.925
[Br][C][C][C][Cl],-1.847,-1.847
[N][C][C][C][C],1.136,1.136
[N][#C][C][C][#N],0.30399999,0.304
[O][C][C][N][C],1.124,1.124
[O][Branch1][Ring2][C][O][C][C],0.50599998,0.506
[N][Branch1][Ring1][C][C][C][C],1.136,1.136
[O][Branch1][Ring1][C][=C][C][=C],-0.95999998,-0.96
[NH1][C][=C][C][=C][Ring1][Branch1],-0.17299999,-0.173
[O][C][C][C][C][Ring1][Branch1],1.142,1.142
[O][=C][Branch1][Branch2][C][C][C][Branch1][C][C][C][C],-1.325,-1.325
[O][=C][Branch1][C][N][C][C][C][=Branch1][C][=O][N],-1.546,-1.546
[O][=C][Branch1][C][O][/C][=C][\C][=Branch1][C][=O][O],0.57999998,0.58
[O][=C][Branch1][C][O][/C][=C][/C][=Branch1][C][=O][O],-1.22,-1.22
[O][=C][Branch1][Branch2][O][C][C][Branch1][C][C][C][C],-1.266,-1.266
[O][=C][Branch1][Branch2][N][N][=C][Branch1][C][C][C][N],-0.26699999,-0.267
[O][=C][Branch1][Ring2][O][C][C][C][C][C][C][C][C][C][C][C],-4.099999899999999,-4.1
[O][=C][Branch1][Ring2][O][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C],-3.5090001,-3.509
[O][=C][Branch1][Ring1][O][C][C][C][C][C][C][C][C][C][C],-4.6269999,-4.627
[O][=C][O][C][C][C][Branch1][C][C][C],-1.521,-1.521
[Br][C][C][C][C][Br],-2.79,-2.79
[Br][C][C][C][C][C],-3.075,-3.075
[C][Branch1][Ring2][C][C][C][C][C],-3.9579999,-3.958
[Cl][C][/C][=C][/C][Cl],-2.1670001,-2.167
[N][#C][C][C][C][#N],0.2,0.2
[O][=C][C][C][C][C],-0.86699998,-0.867
[O][C][C][C][C][O],1.045,1.045
[O][C][C][#C][C][O],0.63800001,0.638
[O][Branch1][Branch1][C][C][O][C][C],1.045,1.045
[O][=C][O][C][C][C],-0.60299999,-0.603
[Cl][C][C][O][C][=C],-2.395,-2.395
[C][C][C][C][C][C][Ring1][=Branch1],-3.1849999,-3.185
[N][C][C][N][C][C][Ring1][=Branch1],1.0650001,1.065
[O][C][O][C][O][C][Ring1][=Branch1],0.28799999,0.288
[N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][C],-1.7690001,-1.769
[O][C][Branch1][=Branch2][C][N][C][C][Branch1][C][O][C][C],0.81,0.81
[O][=C][Branch1][Ring1][O][C][C][C][C][C][C][C][C],-3.3900001000000004,-3.39
[O][=C][Branch1][#Branch1][C][C][C][C][C][C][C],-2.154,-2.154
[O][=C][Branch1][C][O][C][C][C][C][C][C],-1.664,-1.664
[O][=C][Branch1][C][O][C][C][C][C][C][C][=Branch1][C][=O][O],-0.50599998,-0.506
[O][=N+1][Branch1][S][O][C][C][O][C][C][O][C][C][O][N+1][=Branch1][C][=O][O-1][O-1],-1.561,-1.561
[Br][C][C][C][C][C][C],-3.808000100000001,-3.808
[N][C][C][C][C][C][C],-0.926,-0.926
[O][Branch1][Ring1][C][=C][C][C][C][C],-1.524,-1.524
[O][C][C][N][C][C][O],0.97799999,0.978
[O][Branch1][Ring2][C][C][C][C][C][C],-1.319,-1.319
[S][Branch1][Ring2][C][C][O][C][C][O],0.91299999,0.913
[N][C][C][C][C][C][C][Ring1][#Branch1],0.234,0.234
[C][Branch1][Branch1][C][C][C][C][C][C][C],-5.2379999,-5.238
[C][=Branch1][C][=C][C][C][C][C][C][C],-4.4369998,-4.437
[N][#C][C][C][C][C][C][#N],-0.131,-0.131
[O][C][C][C][C][C][C][C],-1.842,-1.842
[O][C][C][N][C][C][C][C],0.93099999,0.931
[O][Branch1][Ring2][C][C][O][C][C][C][C],0.92699999,0.927
[O][Branch1][Branch1][C][C][O][C][C][C][O],0.92000002,0.92
[C][Branch1][Branch1][C][C][C][C][C][C][C][C],-5.7659998,-5.766
[N][C][C][C][C][C][C][C][C],-2.8099999,-2.81
[Cl][C][C][O][C][O][C][C][Cl],-1.346,-1.346
[N][Branch1][Branch1][C][C][C][C][C][C][C][C],-1.567,-1.567
[O][Branch1][Branch1][C][C][O][C][C][C][O][C],0.87199998,0.872
[O][=C][Branch1][#Branch2][O][C][C][O][C][C][O][C][C][C],0.75400001,0.754
[Cl][C][C][O][C][C][O][C][C][Cl],-0.99599999,-0.996
[O][Branch1][Branch2][C][C][O][C][C][C][C][C][C][O],0.79000002,0.79
[O][Branch1][#Branch1][C][C][O][C][C][O][C][C][O][C],0.78500003,0.785
[O][=C][Branch1][C][O][C][C][C][C][C][C][C][C][C][C],-3.553,-3.553
[O][=C][Branch1][C][O][C][C][C][C][C][C][C][C][C][=C],-3.398,-3.398
[C][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C],-7.663000099999999,-7.663
[O][Branch1][Branch2][C][C][O][C][C][C][C][C][C][C][C],-1.9400001,-1.94
[O][Branch1][#Branch2][C][C][O][C][C][C][C][C][C][C][C][O],-1.0490000000000002,-1.049
[N][=C][Branch1][=C][N][C][C][C][C][C][C][C][C][C][C][C][C][N],-2.5569999,-2.557
[O][C][C][C][C][C][C][C][C][C][C][C][C][C][C],-6.0500002,-6.05
[O][Branch1][Branch2][C][C][O][C][C][C][C][C][C][O][C][C][C][C],-1.862,-1.862
[C][Branch1][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C],-8.171999900000001,-8.172
[N][=C][Branch1][C][N][N],-1.507,-1.507
[O][=C][Branch2][Ring1][C][O][C][=C][Branch1][#Branch1][O][C][Branch1][C][C][C][C][=C][C][=C][Ring1][#Branch2][N][C],-2.0510001,-2.051
[C][=Branch1][C][=C][C],-2.323,-2.323
[O][C][Branch1][Ring1][C][#C][Branch1][C][C][C],1.075,1.075
[Cl][C][Branch1][C][Cl][Branch1][C][Cl][C][O],-0.25400001,-0.254
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][P][C][Branch1][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch1][C][C][C][C][C],-1.219,-1.219
[F][C][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Ring1][=Branch2][Branch1][C][F][F],-3.928,-3.928
[Cl][C][Branch1][C][Cl][C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Ring1][=Branch2][Branch1][C][Cl][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Ring1][=N][C][=Branch1][C][=O][O],-2.046,-2.046
[Cl][C][Branch1][C][Cl][Branch1][C][Cl][C][Branch1][C][O][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],-5.6659999,-5.666
[O][Branch1][C][C][C][=C][O][C][C][Branch1][Ring1][O][C][=C][C][=C][C][Ring1][Branch2][C][Ring1][O][=C][Branch1][Branch1][C][=C][Ring1][#C][C][C][Ring1][Branch2][N][Branch1][C][C][C][C][Ring1][O],-2.661,-2.661
[O][=C][C][Branch1][Ring2][C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Ring1][P],-2.152,-2.152
[O][C][C][Branch1][C][N][Branch1][Ring1][C][O][C],0.97799999,0.978
[O][C][C][Branch1][C][N][Branch1][Ring1][C][O][C][C],0.92400002,0.924
[O][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][C][C][C],0.18000001,0.18
[P][=Branch1][C][=O][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1],-5.2350001,-5.235
[S][=P][Branch1][#Branch2][S][C][C][=Branch1][C][=O][N][C][C][Branch1][Ring1][O][C][O][C],-1.457,-1.457
[S][Branch1][P][C][Branch1][#Branch2][/C][=N][/O][C][=Branch1][C][=O][N][C][Branch1][C][C][C][C],-1.499,-1.499
[O][=C][Branch1][Ring1][C][O][C],1.13,1.13
[O][Branch1][=Branch1][C][=Branch1][C][=C][C][C],1.142,1.142
[O][=C][Branch1][C][O][C][Branch1][Ring1][C][C][C],-0.35600001,-0.356
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][C][=C][C][=Branch1][C][=O][C][=C][Branch1][P][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][=C][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][C][Ring1][S][=C][C][=C][Ring2][Ring1][Ring2],0.257,0.257
[Cl][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][O][Cl],-5.0960002,-5.096
[O][=C][C][Branch1][C][O][=C][Branch1][#C][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][O][C][=C][Ring1][#C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2],-3.7019999,-3.702
[O][=C][C][=C][Branch1][#C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][N][=C][Ring1][#C],-6.1370001,-6.137
[Cl][C][=C][Branch1][C][Cl][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][Branch2][=O][C][=C][C][=C][Ring1][Branch2],-4.4530001,-4.453
[O][=C][Branch1][N][O][C][C][Branch1][Branch1][C][C][C][C][C][C][C][=C][Branch1][S][C][=Branch1][C][=O][O][C][C][Branch1][Branch1][C][C][C][C][C][C][C][=C][C][=C][Ring1][P],-6.1599998,-6.16
[O][=C][Branch1][=Branch1][O][C][C][O][C][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][O][C][C][O][C][C][=C][C][=C][Ring1][=N],-1.521,-1.521
[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][N][Branch1][#C][C][C][C][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Branch1][#Branch2][S][C][=Ring1][S][C][=C][Ring2][Ring1][Ring2][C][=C][C][=C][Ring1][#Branch2],-4.5240002,-4.524
[O][=C][N][C][Branch1][C][N][=N][C][N][Branch2][Ring1][C][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][Ring1][C][O][O][Ring1][=Branch2][C][=N][C][Ring2][Ring1][Ring1][=Ring1][=C],-2.6070001,-2.607
[O][Branch1][C][C][C][=C][Branch1][Ring1][O][C][C][=C][C][C][Branch2][Ring1][#Branch1][C][N][Branch1][C][C][C][C][C][=C][Ring1][#Branch1][C][=C][O][C][O][C][Ring1][Branch1][=C][Ring1][=Branch2][O][C][=Branch1][C][=O][C][Ring2][Ring1][#Branch2][=Ring2][Ring1][Ring2],-4.1069999,-4.107
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][C][=C][C][=Branch1][S][=C][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][=C][Ring1][#Branch2][C][=C][Branch1][C][N][C][=C][Ring1][=C],-0.122,-0.122
[Cl][N][C][=Branch1][C][=O][N][Branch1][C][Cl][C][Branch1][C][C][Branch1][C][C][C][Ring1][=Branch2][=O],-2.596,-2.596
[O][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1],-3.155,-3.155
[O][=C][C][Branch1][C][O][=C][Branch1][C][C][O][C][=C][Ring1][Branch2],-1.063,-1.063
[Cl][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][#Branch2][Cl],-7.6620002,-7.662
[Br][C][=C][Branch1][C][O][C][Branch1][C][Br][=C][C][Branch1][C][Br][=C][Ring1][=Branch2],-3.674,-3.674
[Cl][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=N],-3.3529998999999995,-3.353
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][C][=C][Branch1][C][C][C][=C][C][Branch1][C][N][=C][Ring1][Branch2],-1.619,-1.619
[O][=C][Branch1][C][O][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1],-2.062,-2.062
[O][=N+1][Branch1][C][O-1][C][=C][Branch1][C][C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=N],-3.2960000000000003,-3.296
[S][=P][Branch1][Ring2][O][C][C][Branch1][Ring2][O][C][C][O][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Ring1][=N],-3.5320001000000003,-3.532
[O][=N+1][Branch1][C][O-1][C][=C][Branch1][Ring1][O][C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][O],-3.1070001,-3.107
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][C][=C][C][=C][Branch1][C][N][C][=C][C][=C][Ring1][#Branch1][C][=C][Ring1][O],-1.682,-1.682
[O][=C][Branch2][Ring1][Ring1][O][C][N][Branch1][=Branch1][C][Branch1][C][C][C][N][=C][Branch1][C][C][C][=Ring1][=Branch2][N][Branch1][C][C][C],0.67500001,0.675
[O][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Branch1][C][C][C][=C][Ring1][O][C][C][=C][Branch1][C][O][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][C][Branch1][C][C][=C][Ring1][N],-7.230999900000001,-7.231
[Cl][C][=C][C][=C][Branch1][=N][C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C],-3.4890001000000006,-3.489
[O][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],-3.1240001,-3.124
[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][Branch2],-1.456,-1.456
[O][Branch1][C][C][C][=C][Branch1][C][N][C][=C][C][Branch1][S][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][C][N][C][=C][Ring1][=Branch2][=C][Ring1][S],-3.6099999,-3.61
[N][C][=C][Branch1][C][C][C][=C][Branch1][#C][C][=C][C][Branch1][C][C][=C][Branch1][C][N][C][=C][Ring1][Branch2][C][=C][Ring1][#C],-2.2130001,-2.213
[O][C][C][N][Branch1][Ring2][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.73400003,-0.734
[O][=C][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][#Branch2],-1.42,-1.42
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][Branch2],-0.54000002,-0.54
[O][=C][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring2][O][C][C][C][=C][Ring1][O],-2.191,-2.191
[Cl][C][=C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][C][O][C][=C][Ring1][=C],-3.1670001,-3.167
[O][=C][C][=C][C][O][C][O][C][=Ring1][Branch1][C][=C][Ring1][=Branch2],-1.632,-1.632
[O][=C][Branch1][Ring1][O][C][C][=C][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][=C][Ring1][#Branch2],-4.0089998,-4.009
[NH1][C][=C][Branch1][Branch1][C][=C][Ring1][Branch1][C][=C][C][=C][Ring1][Branch2],-1.517,-1.517
[NH1][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][Ring1][=Branch2],0.61900002,0.619
[Cl][C][=C][Branch1][C][Cl][C][=C][C][Branch1][C][Cl][=C][Ring1][Branch2],-3.569,-3.569
[Cl][C][=C][Branch1][C][O][C][=C][C][Branch1][C][Cl][=C][Ring1][Branch2],-1.5590000000000002,-1.559
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][C][=C][Branch1][C][C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][#Branch2],0.48699999,0.487
[O][=N+1][Branch1][C][O-1][C][=C][Branch1][C][C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][#Branch2],-2.9590001,-2.959
[O][=C][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][C][O][C][=C][Ring1][=Branch2],-1.141,-1.141
[N][Branch1][Ring1][C][C][Branch1][Ring1][C][C][C][C],-0.1689999999999999,-0.169
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],-1.205,-1.205
[N][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.9220001,-1.922
[O][=C][Branch1][C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][=C][Ring1][=Branch2],-3.1070001,-3.107
[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][=C][Ring1][=Branch2],-1.669,-1.669
[O][=C][Branch1][Ring1][O][C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2],-2.4119999,-2.412
[O][=C][Branch1][C][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],-2.5569999,-2.557
[O][C][Branch1][P][C][N][Branch1][#Branch1][C][C][Branch1][C][O][C][C][C][Branch1][C][O][C][C],0.63700002,0.637
[Cl][C][=N][C][Branch1][Ring2][N][C][C][=N][C][Branch1][Ring2][N][C][C][=N][Ring1][N],-4.5120001,-4.512
[O][=C][Branch1][#Branch1][O][C][Branch1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1],-3.0009999,-3.001
[N][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.9210000000000003,-2.921
[O][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.47499999,-0.475
[O][Branch1][Ring2][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.71399999,-0.714
[Cl][C][C][Branch1][Branch1][C][C][C][C][C][C],-3.1719999,-3.172
[O][C][=C][C][=C][Branch1][Ring1][C][C][C][=C][Ring1][Branch2],-1.3969999999999998,-1.397
[O][=C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2],-1.5019999999999998,-1.502
[O][=C][C][Branch1][Ring2][C][C][C][C],-1.3769999999999998,-1.377
[O][=C][Branch1][Ring2][O][C][C][C][C][C][=Branch1][C][=O][O][C][C],-0.95999998,-0.96
[O][=C][Branch1][Ring2][O][C][C][C][C][C][C][C][C][C][C],-3.8,-3.8
[O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],-0.184,-0.184
[C][Branch1][Ring1][C][=C][=Branch1][C][=C][C][C][C][=C][Branch1][C][C][C],-4.3860002,-4.386
[O][=C][C][C],0.722,0.722
[O][=C][N][C],1.229,1.229
[O][C][C][C][Branch1][C][C][C],-0.51899999,-0.519
[O][=C][Branch1][#Branch1][C][C][=Branch1][C][=O][C][C],0.22,0.22
[O][=C][N][C][=Branch1][C][=O][C][C][Ring1][=Branch1],0.296,0.296
[C][C][O][C][Branch1][C][C][O][C][Branch1][C][C][O][Ring1][Branch2],-0.071999997,-0.072
[O][=C][C][C][C],-0.0069999999999999,-0.007
[N][C][C][C][C][Ring1][Branch1],1.148,1.148
[O][=C][Branch1][Branch2][N][=N][C][=Branch1][C][=O][N][N],-3.5209999,-3.521
[O][=C][Branch1][#Branch2][O][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C],-5.6770000000000005,-5.677
[S][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O],0.426,0.426
[O][=C][Branch1][=Branch1][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C],-2.302,-2.302
